4.500000000000000000e+03 2.196457985522195511e+00
4.505000000000000000e+03 -6.870845078374066439e+00
4.510000000000000000e+03 -8.213859603838290724e+00
4.515000000000000000e+03 -1.354430348722958088e+00
4.520000000000000000e+03 -5.709694833998908425e-01
4.525000000000000000e+03 -2.205470369387916296e+00
4.530000000000000000e+03 -1.546455928525274359e+00
4.535000000000000000e+03 -5.421413475191371845e+00
4.540000000000000000e+03 7.820107814490351750e+00
4.545000000000000000e+03 6.177376480583133045e+00
4.550000000000000000e+03 -2.704679129597607812e+00
4.555000000000000000e+03 1.000881249332247336e+01
4.560000000000000000e+03 -1.706472666416042561e+00
4.565000000000000000e+03 2.510990077706828583e+00
4.570000000000000000e+03 5.741087798965544664e+00
4.575000000000000000e+03 -2.084106629516351283e+00
4.580000000000000000e+03 9.795204586349912645e+00
4.585000000000000000e+03 2.033303447628543648e+00
4.590000000000000000e+03 -2.574621525120534216e+00
4.595000000000000000e+03 9.464505455467829620e+00
4.600000000000000000e+03 -5.533552118417560450e+00
4.605000000000000000e+03 -2.503541597992351431e+00
4.610000000000000000e+03 5.298032173282188673e+00
4.615000000000000000e+03 -6.628132120785438453e+00
4.620000000000000000e+03 -1.807517354611458238e+00
4.625000000000000000e+03 1.409783467754848196e+00
4.630000000000000000e+03 1.542649458813803331e+00
4.635000000000000000e+03 1.944825653756127704e+00
4.640000000000000000e+03 4.986351157671374601e+00
4.645000000000000000e+03 1.111139192836559708e+00
4.650000000000000000e+03 1.516080227719307505e+00
4.655000000000000000e+03 6.300567685593376765e+00
4.660000000000000000e+03 3.425177075554098338e-01
4.665000000000000000e+03 2.670145530584729698e+00
4.670000000000000000e+03 4.415820183487531025e+00
4.675000000000000000e+03 3.314370811407759909e+00
4.680000000000000000e+03 5.706473581455088429e+00
4.685000000000000000e+03 6.593284873720254957e+00
4.690000000000000000e+03 2.960851716973386782e+00
4.695000000000000000e+03 3.824028109886938420e+00
4.700000000000000000e+03 -8.068014917211606019e+00
4.705000000000000000e+03 1.116667796252438549e+01
4.710000000000000000e+03 1.619775835401956021e+00
4.715000000000000000e+03 8.585009901186622105e-01
4.720000000000000000e+03 3.533627381066386963e+00
4.725000000000000000e+03 -4.270673657651605559e+00
4.730000000000000000e+03 1.877511006308306918e+00
4.735000000000000000e+03 -1.343424851850946622e+00
4.740000000000000000e+03 5.026453947077893503e+00
4.745000000000000000e+03 -3.025172480714567236e+00
4.750000000000000000e+03 -2.821696249855301097e+00
4.755000000000000000e+03 -2.161699296176005980e+00
4.760000000000000000e+03 2.991961314891488088e-01
4.765000000000000000e+03 2.557730251453016024e+00
4.770000000000000000e+03 5.200058417017571877e+00
4.775000000000000000e+03 2.294368109314349091e+00
4.780000000000000000e+03 1.132767124619326049e+00
4.785000000000000000e+03 7.055184997524962753e+00
4.790000000000000000e+03 -4.912610282065420719e+00
